127.0.0.1 - - [03/Dec/2014:19:17:08 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:17:27 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9997
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:17:38 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:17:38 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:17:38 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:18:35 -0200] "GET /Pizzaria/Logar?email=rybakovas@gmail.com&senha=123 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:18:36 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 15075
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:18:37 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:18:37 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:18:37 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:36 -0200] "GET /Pizzaria/Montar?nomepizza=PizzaDaTati&checkMonte=Queijo+Mussarela&nome_incr=Queijo+Mussarela&checkMonte=Queijo+Prato&nome_incr=Queijo+Prato&checkMonte=Queijo+Gorgonzola&nome_incr=Queijo+Gorgonzola&checkMonte=Queijo+Minas&nome_incr=Queijo+Minas&checkMonte=Salame&nome_incr=Salame&checkMonte=Presunto&nome_incr=Presunto&checkMonte=Presunto+Parma&nome_incr=Presunto+Parma&checkMonte=Palmito&nome_incr=Palmito&checkMonte=Ervilha&nome_incr=Ervilha&nome_incr=Massa+Fina&checkMonte=Massa+Normal&nome_incr=Massa+Normal&nome_incr=Massa+Grossa&checkMonte=Tamanho+Grande&nome_incr=Tamanho+Grande&nome_incr=Tamanho+Medio&nome_incr=Tamanho+Brotinho HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:36 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 15309
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:37 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:37 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:37 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:53 -0200] "GET /Pizzaria/Escolher?escolhecardapio=Refrigerante&escolhecardapio=PizzaVictor&escolhecardapio=PizzaDaTati HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:54 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 15499
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:54 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:54 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:19:54 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:21:24 -0200] "GET /Pizzaria/Comprar?action=Comprar HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:21:24 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 15309
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:21:24 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:21:24 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [03/Dec/2014:19:21:24 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
